Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,1860.0,1860.0,1860.0,18 Feb 2022,2022,Feb,18,2022-02-18
1,1.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,05 May 2022,2022,May,5,2022-05-05
2,2.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,20 Jun 2022,2022,Jun,20,2022-06-20
3,3.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,24 May 2022,2022,May,24,2022-05-24
4,4.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,27 May 2022,2022,May,27,2022-05-27
5,5.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,28 Apr 2022,2022,Apr,28,2022-04-28
6,6.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,30 Jun 2022,2022,Jun,30,2022-06-30
7,7.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2015.0,2015.0,31 May 2022,2022,May,31,2022-05-31
8,8.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2020.0,2018.0,05 Jun 2022,2022,Jun,5,2022-06-05
9,9.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2031.0,2025.0,04 Jun 2022,2022,Jun,4,2022-06-04
10,10.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2040.0,2027.0,06 Jun 2022,2022,Jun,6,2022-06-06
11,11.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2015.0,2040.0,2030.0,03 Jun 2022,2022,Jun,3,2022-06-03
12,12.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2017.0,2017.0,2017.0,03 Aug 2022,2022,Aug,3,2022-08-03
13,13.0,UdhamSinghNagar,Bazpur,Wheat,Other,FAQ,2020.0,2020.0,2020.0,08 Aug 2022,2022,Aug,8,2022-08-08
