Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Surguja,Ambikapur,Masur Dal,Masoor Gola,FAQ,4600.0,4600.0,4600.0,30 Jun 2017,2017,Jun,30,2017-06-30
1,1.0,1.0,Koria,Manendragarh,Masur Dal,Masur Dal,FAQ,3000.0,3000.0,3000.0,30 Apr 2017,2017,Apr,30,2017-04-30
2,2.0,2.0,Rajnandgaon,Gandai,Masur Dal,Masur Dal,FAQ,5000.0,5448.0,5400.0,31 May 2024,2024,May,31,2024-05-31
3,3.0,3.0,Rajnandgaon,Gandai,Masur Dal,Masur Dal,FAQ,5460.0,5490.0,5480.0,30 Jun 2024,2024,Jun,30,2024-06-30
4,4.0,4.0,Koria,Baikunthpur,Masur Dal,Kala Masoor New,FAQ,4000.0,4000.0,4000.0,31 Aug 2020,2020,Aug,31,2020-08-31
5,5.0,5.0,Rajnandgaon,Gandai,Masur Dal,Masur Dal,FAQ,3000.0,3000.0,3000.0,31 Jul 2018,2018,Jul,31,2018-07-31
6,6.0,6.0,Rajnandgaon,Gandai,Masur Dal,Masur Dal,FAQ,3000.0,3020.0,3010.0,20 Jun 2018,2018,Jun,20,2018-06-20
7,7.0,7.0,Rajnandgaon,Gandai,Masur Dal,Masur Dal,FAQ,3000.0,3100.0,3050.0,30 Jun 2018,2018,Jun,30,2018-06-30
8,8.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4000.0,4000.0,4000.0,25 Oct 2024,2024,Oct,25,2024-10-25
9,9.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4350.0,4701.0,4701.0,22 Nov 2024,2024,Nov,22,2024-11-22
10,10.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4501.0,4901.0,4901.0,26 Oct 2024,2024,Oct,26,2024-10-26
11,11.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4501.0,5301.0,5001.0,28 Oct 2024,2024,Oct,28,2024-10-28
12,12.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4800.0,5200.0,5000.0,24 Oct 2024,2024,Oct,24,2024-10-24
13,13.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4801.0,5202.0,5202.0,16 Nov 2024,2024,Nov,16,2024-11-16
14,14.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4851.0,4951.0,4951.0,11 Nov 2024,2024,Nov,11,2024-11-11
15,15.0,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,5151.0,5151.0,5151.0,08 Nov 2024,2024,Nov,8,2024-11-08
16,16.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,4500.0,4500.0,4500.0,08 Nov 2024,2024,Nov,8,2024-11-08
17,17.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5250.0,5400.0,5325.0,20 Nov 2024,2024,Nov,20,2024-11-20
18,18.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5400.0,5500.0,5450.0,24 Oct 2024,2024,Oct,24,2024-10-24
19,19.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5501.0,5501.0,5501.0,30 Nov 2024,2024,Nov,30,2024-11-30
20,20.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5560.0,5650.0,5605.0,25 Oct 2024,2024,Oct,25,2024-10-25
21,21.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5600.0,5600.0,5600.0,25 Nov 2024,2024,Nov,25,2024-11-25
22,22.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5600.0,5600.0,5600.0,26 Nov 2024,2024,Nov,26,2024-11-26
23,23.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5600.0,5650.0,5625.0,19 Nov 2024,2024,Nov,19,2024-11-19
24,24.0,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,5601.0,5601.0,5601.0,02 Dec 2024,2024,Dec,2,2024-12-02
25,,,Balodabazar,Bhatapara,Masur Dal,Masoor Gola,Local,4660.5,5403.5,4750.5,06 Dec 2024,2024,Dec,6,2024-12-06
26,,,Rajnandgaon,Rajnandgaon,Masur Dal,Masoor Gola,Local,3151.0,3151.0,3151.0,05 Dec 2024,2024,Dec,5,2024-12-05
