Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,3600,3927,3830,09 Mar 2015,2015,Mar,9,2015-03-09
1,1.0,1.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,3700,3950,3872,10 Mar 2015,2015,Mar,10,2015-03-10
2,2.0,2.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,3750,3925,3900,11 Mar 2015,2015,Mar,11,2015-03-11
3,3.0,3.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,3800,4400,4042,14 Feb 2015,2015,Feb,14,2015-02-14
4,4.0,4.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,3920,4105,4022,13 Mar 2015,2015,Mar,13,2015-03-13
5,5.0,5.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4000,4270,4172,07 Mar 2015,2015,Mar,7,2015-03-07
6,6.0,6.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4002,4002,4002,12 Mar 2015,2015,Mar,12,2015-03-12
7,7.0,7.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4026,4050,4035,14 Mar 2015,2015,Mar,14,2015-03-14
8,8.0,8.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4062,4062,4062,17 Mar 2015,2015,Mar,17,2015-03-17
9,9.0,9.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4076,4076,4076,04 Oct 2014,2014,Oct,4,2014-10-04
10,10.0,10.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4140,4444,4379,24 Mar 2015,2015,Mar,24,2015-03-24
11,11.0,11.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4161,4225,4190,18 Mar 2015,2015,Mar,18,2015-03-18
12,12.0,12.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4180,4301,4282,05 Mar 2015,2015,Mar,5,2015-03-05
13,13.0,13.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4226,4456,4341,03 Mar 2015,2015,Mar,3,2015-03-03
14,14.0,14.0,Jhalawar,Jhalarapatan,Masur Dal,Other,FAQ,4300,4300,4300,16 Oct 2014,2014,Oct,16,2014-10-16
