Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Bhiwani,Behal,Sugar,Khand,FAQ,3600,3600,3600,02 Nov 2016,2016,Nov,2,2016-11-02
1,1.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3000,3000,3000,30 Jun 2017,2017,Jun,30,2017-06-30
2,2.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3000,3200,3000,22 Feb 2017,2017,Feb,22,2017-02-22
3,3.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3000,3200,3000,23 Jan 2017,2017,Jan,23,2017-01-23
4,4.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3000,3200,3100,29 Apr 2017,2017,Apr,29,2017-04-29
5,5.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3000,3200,3200,31 Jul 2017,2017,Jul,31,2017-07-31
6,6.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3200,3200,3200,22 Sep 2016,2016,Sep,22,2016-09-22
7,7.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3200,3200,3200,28 Mar 2017,2017,Mar,28,2017-03-28
8,8.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,3200,3200,3200,27 Sep 2018,2018,Sep,27,2018-09-27
9,9.0,Jhajar,Bahadurgarh,Sugar,Other,FAQ,2600,2600,2600,30 Jan 2015,2015,Jan,30,2015-01-30
10,10.0,Jhajar,Bahadurgarh,Sugar,Other,FAQ,3000,3000,3000,03 Dec 2014,2014,Dec,3,2014-12-03
11,11.0,Jhajar,Bahadurgarh,Sugar,Other,FAQ,3000,3000,3000,11 Sep 2014,2014,Sep,11,2014-09-11
12,12.0,Jhajar,Bahadurgarh,Sugar,Other,FAQ,3000,3000,3000,31 Dec 2014,2014,Dec,31,2014-12-31
13,13.0,Bhiwani,Behal,Sugar,Khand,FAQ,3000,3000,3000,17 Nov 2014,2014,Nov,17,2014-11-17
14,14.0,Bhiwani,Behal,Sugar,Khand,FAQ,3000,3000,3000,19 Feb 2015,2015,Feb,19,2015-02-19
15,15.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,2400,2400,2400,08 Jun 2015,2015,Jun,8,2015-06-08
16,16.0,Yamuna Nagar,Bilaspur,Sugar,Khand,FAQ,2500,2500,2500,28 Jul 2015,2015,Jul,28,2015-07-28
