Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Medium,Large,2700,2700,2700,01 Jul 2015,2015,Jul,1,2015-07-01
1,1.0,1.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Medium,Large,2700,2700,2700,11 Jul 2015,2015,Jul,11,2015-07-11
2,2.0,2.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Medium,Large,2700,2700,2700,20 Jun 2015,2015,Jun,20,2015-06-20
3,3.0,3.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Medium,Large,2700,2700,2700,25 Jun 2015,2015,Jun,25,2015-06-25
4,4.0,4.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Medium,Medium,2700,2700,2700,10 Jun 2015,2015,Jun,10,2015-06-10
5,5.0,5.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2400,2400,2400,03 Aug 2015,2015,Aug,3,2015-08-03
6,6.0,6.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2400,2400,2400,06 Aug 2015,2015,Aug,6,2015-08-06
7,7.0,7.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2400,2400,2400,11 Aug 2015,2015,Aug,11,2015-08-11
8,8.0,8.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,01 Aug 2015,2015,Aug,1,2015-08-01
9,9.0,9.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,02 Aug 2015,2015,Aug,2,2015-08-02
10,10.0,10.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,02 Jul 2015,2015,Jul,2,2015-07-02
11,11.0,11.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,03 Jul 2015,2015,Jul,3,2015-07-03
12,12.0,12.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,04 Jul 2015,2015,Jul,4,2015-07-04
13,13.0,13.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,05 Jul 2015,2015,Jul,5,2015-07-05
14,14.0,14.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,06 Jul 2015,2015,Jul,6,2015-07-06
15,15.0,15.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,07 Jul 2015,2015,Jul,7,2015-07-07
16,16.0,16.0,Adilabad,Adilabad(Rythu Bazar),Sugar,Other,Large,2700,2700,2700,08 Jul 2015,2015,Jul,8,2015-07-08
