,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Tomato,Deshi,Local,1800,2000,2000,25 Aug 2024,2024,Aug,25,2024-08-25
1,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Tomato,Deshi,Local,1800,2000,2000,29 Aug 2024,2024,Aug,29,2024-08-29
2,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Tomato,Deshi,Local,2400,2600,2600,03 Aug 2024,2024,Aug,03,2024-08-03
3,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Tomato,Deshi,Local,5000,5400,5400,20 Jul 2024,2024,Jul,20,2024-07-20
4,Pudukkottai,Alangudi,Tomato,Deshi,Local,35,40,40,05 Jul 2024,2024,Jul,05,2024-07-05
5,Pudukkottai,Alangudi,Tomato,Deshi,Local,60,70,70,24 Jun 2024,2024,Jun,24,2024-06-24
6,Pudukkottai,Alangudi,Tomato,Deshi,Local,6000,6500,6500,15 Jul 2024,2024,Jul,15,2024-07-15
7,Pudukkottai,Alangudi(Uzhavar Sandhai ),Tomato,Deshi,Local,2000,2500,2500,01 Sep 2024,2024,Sep,01,2024-09-01
8,Pudukkottai,Alangudi(Uzhavar Sandhai ),Tomato,Deshi,Local,2500,3000,3000,12 Aug 2024,2024,Aug,12,2024-08-12
9,Thirunelveli,Ambasamudram,Tomato,Deshi,Local,44,46,46,05 Jul 2024,2024,Jul,05,2024-07-05
10,Thirunelveli,Ambasamudram,Tomato,Deshi,Local,64,66,66,25 Jun 2024,2024,Jun,25,2024-06-25
11,Thirunelveli,Ambasamudram,Tomato,Deshi,Local,5600,6000,6000,13 Jul 2024,2024,Jul,13,2024-07-13
12,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Tomato,Deshi,Local,2300,2800,2800,23 Aug 2024,2024,Aug,23,2024-08-23
13,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Tomato,Deshi,Local,2800,3000,3000,20 Aug 2024,2024,Aug,20,2024-08-20
14,Thiruvellore,Ambattur(Uzhavar Sandhai ),Tomato,Deshi,Local,2500,2500,2500,17 Aug 2024,2024,Aug,17,2024-08-17
15,Thiruvellore,Ambattur(Uzhavar Sandhai ),Tomato,Deshi,Local,3000,3000,3000,30 Aug 2024,2024,Aug,30,2024-08-30
16,Salem,Ammapet(Uzhavar Sandhai ),Tomato,Deshi,Local,2200,2600,2600,07 Aug 2024,2024,Aug,07,2024-08-07
17,Salem,Ammapet(Uzhavar Sandhai ),Tomato,Deshi,Local,4000,7000,7000,16 Jul 2024,2024,Jul,16,2024-07-16
18,Madurai,Anaiyur(Uzhavar Sandhai ),Tomato,Deshi,Local,2500,3000,3000,31 Jul 2024,2024,Jul,31,2024-07-31
19,Madurai,Anaiyur(Uzhavar Sandhai ),Tomato,Deshi,Local,3000,3400,3400,30 Jul 2024,2024,Jul,30,2024-07-30
20,Madurai,Anaiyur(Uzhavar Sandhai ),Tomato,Deshi,Local,3400,4000,4000,25 Jul 2024,2024,Jul,25,2024-07-25
21,Madurai,Anna nagar(Uzhavar Sandhai ),Tomato,Deshi,Local,2500,2500,2500,14 Aug 2024,2024,Aug,14,2024-08-14
22,Madurai,Anna nagar(Uzhavar Sandhai ),Tomato,Deshi,Local,3000,3000,3000,24 Aug 2024,2024,Aug,24,2024-08-24
23,Thiruvannamalai,Arani,Tomato,Deshi,Local,35,40,40,06 Jul 2024,2024,Jul,06,2024-07-06
