0,1,2,3,4,5,6,7,8,9
1,Delhi,Najafgarh,Wheat,Dara,FAQ,1500,2050,1775,21 Jan 2022
2,Delhi,Najafgarh,Wheat,Dara,FAQ,1650,1900,1775,01 Jan 2022
3,Delhi,Najafgarh,Wheat,Dara,FAQ,1700,2100,1900,22 Mar 2022
4,Delhi,Najafgarh,Wheat,Dara,FAQ,1800,2000,1900,19 Mar 2022
5,Delhi,Najafgarh,Wheat,Dara,FAQ,1800,2060,1930,13 Jan 2022
6,Delhi,Najafgarh,Wheat,Dara,FAQ,1800,2202,2001,25 Feb 2022
7,Delhi,Najafgarh,Wheat,Dara,FAQ,1800,2225,2012,26 Mar 2022
8,Delhi,Najafgarh,Wheat,Dara,FAQ,1850,2191,2020,24 Mar 2022
9,Delhi,Najafgarh,Wheat,Dara,FAQ,1891,1891,1891,23 May 2022
10,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2020,1960,04 Jan 2022
11,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2071,1985,02 Jan 2022
12,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2115,2007,17 Feb 2022
13,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2150,2025,03 Mar 2022
14,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2150,2025,18 Feb 2022
15,Delhi,Najafgarh,Wheat,Dara,FAQ,1900,2250,2075,19 Feb 2022
16,Delhi,Najafgarh,Wheat,Dara,FAQ,1910,2150,2025,11 Feb 2022
17,Delhi,Najafgarh,Wheat,Dara,FAQ,1925,1925,1925,18 Jan 2022
18,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,1950,1950,06 Jan 2022
19,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,1980,1965,20 Jan 2022
20,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2000,1975,12 Feb 2022
21,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2020,1985,11 Jan 2022
22,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2122,2036,01 Apr 2022
23,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2130,2040,05 Feb 2022
24,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2137,2043,03 Feb 2022
25,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2190,2070,20 Mar 2022
26,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2200,2075,07 Mar 2022
27,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2450,2200,30 Jan 2022
28,Delhi,Najafgarh,Wheat,Dara,FAQ,1950,2530,2240,23 Jan 2022
29,Delhi,Najafgarh,Wheat,Dara,FAQ,1960,2100,2030,03 Apr 2022
30,Delhi,Najafgarh,Wheat,Dara,FAQ,1980,2181,2080,20 Feb 2022
31,Delhi,Najafgarh,Wheat,Dara,FAQ,1980,2200,2090,27 May 2022
32,Delhi,Najafgarh,Wheat,Dara,FAQ,1990,2091,2040,27 Jan 2022
33,Delhi,Najafgarh,Wheat,Dara,FAQ,1990,2109,2049,02 Apr 2022
34,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2085,2042,07 Feb 2022
35,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2145,2072,06 Feb 2022
36,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2160,2080,22 Feb 2022
37,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2190,2180,17 Mar 2022
38,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2211,2105,31 Mar 2022
39,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2250,2125,12 Mar 2022
40,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2270,2135,14 Mar 2022
41,Delhi,Najafgarh,Wheat,Dara,FAQ,2000,2285,2142,15 Mar 2022
42,Delhi,Najafgarh,Wheat,Dara,FAQ,2007,2007,2007,08 Jan 2022
43,Delhi,Najafgarh,Wheat,Dara,FAQ,2007,2021,2014,10 Jan 2022
44,Delhi,Najafgarh,Wheat,Dara,FAQ,2016,2102,2059,03 Jul 2022
45,Delhi,Najafgarh,Wheat,Dara,FAQ,2016,2135,2075,06 Jun 2022
46,Delhi,Najafgarh,Wheat,Dara,FAQ,2016,2200,2108,18 Jun 2022
47,Delhi,Najafgarh,Wheat,Dara,FAQ,2016,2350,2183,12 May 2022
48,Delhi,Najafgarh,Wheat,Dara,FAQ,2017,2111,2064,28 Jan 2022
49,Delhi,Najafgarh,Wheat,Dara,FAQ,2020,2100,2060,11 Jun 2022
50,Delhi,Najafgarh,Wheat,Dara,FAQ,2020,2124,2072,05 Jul 2022
51,Delhi,Najafgarh,Wheat,Dara,FAQ,2020,2126,2073,30 May 2022
52,Delhi,Najafgarh,Wheat,Dara,FAQ,2020,2740,2380,14 May 2022
53,Delhi,Najafgarh,Wheat,Dara,FAQ,2021,2081,2051,17 Jan 2022
54,Delhi,Najafgarh,Wheat,Dara,FAQ,2021,2250,2136,07 Jan 2022
55,Delhi,Najafgarh,Wheat,Dara,FAQ,2031,2101,2066,03 Jun 2022
56,Delhi,Najafgarh,Wheat,Dara,FAQ,2040,2040,2040,01 Feb 2022
57,Delhi,Najafgarh,Wheat,Dara,FAQ,2042,2153,2097,23 Jun 2022
58,Delhi,Najafgarh,Wheat,Dara,FAQ,2046,2111,2078,26 May 2022
59,Delhi,Najafgarh,Wheat,Dara,FAQ,2050,2065,2057,21 Jun 2022
60,Delhi,Najafgarh,Wheat,Dara,FAQ,2050,2100,2075,16 Jun 2022
61,Delhi,Najafgarh,Wheat,Dara,FAQ,2050,2110,2080,31 May 2022
