Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Karimnagar,Jagtial,Ground Nut Oil,Ground Nut Oil,FAQ,5550,5550,5550,10 Jun 2022,2022,Jun,10,2022-06-10
1,1.0,Medak,Siddipet,Ground Nut Oil,Other,FAQ,5100,5100,5100,20 May 2017,2017,May,20,2017-05-20
2,2.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,01 Jul 2015,2015,Jul,1,2015-07-01
3,3.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,02 Jul 2015,2015,Jul,2,2015-07-02
4,4.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,03 Jul 2015,2015,Jul,3,2015-07-03
5,5.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,04 Jul 2015,2015,Jul,4,2015-07-04
6,6.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,07 Jul 2015,2015,Jul,7,2015-07-07
7,7.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,08 Jul 2015,2015,Jul,8,2015-07-08
8,8.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,09 Jun 2015,2015,Jun,9,2015-06-09
9,9.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,10 Jun 2015,2015,Jun,10,2015-06-10
10,10.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,12 Jun 2015,2015,Jun,12,2015-06-12
11,11.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,13 Jun 2015,2015,Jun,13,2015-06-13
12,12.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,14 Jun 2015,2015,Jun,14,2015-06-14
13,13.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,15 Jun 2015,2015,Jun,15,2015-06-15
14,14.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,16 Jun 2015,2015,Jun,16,2015-06-16
15,15.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,17 Jun 2015,2015,Jun,17,2015-06-17
16,16.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,18 Jun 2015,2015,Jun,18,2015-06-18
17,17.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,19 Jun 2015,2015,Jun,19,2015-06-19
18,18.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,20 Jun 2015,2015,Jun,20,2015-06-20
19,19.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,24 Jun 2015,2015,Jun,24,2015-06-24
20,20.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,25 Jun 2015,2015,Jun,25,2015-06-25
21,21.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,26 Jun 2015,2015,Jun,26,2015-06-26
22,22.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,27 Jun 2015,2015,Jun,27,2015-06-27
23,23.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,28 Jun 2015,2015,Jun,28,2015-06-28
24,24.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,29 Jun 2015,2015,Jun,29,2015-06-29
25,25.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,09 Jul 2015,2015,Jul,9,2015-07-09
26,26.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,10 Jul 2015,2015,Jul,10,2015-07-10
27,27.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,11 Jul 2015,2015,Jul,11,2015-07-11
28,28.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,12 Jul 2015,2015,Jul,12,2015-07-12
29,29.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,13 Jul 2015,2015,Jul,13,2015-07-13
30,30.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,14 Jul 2015,2015,Jul,14,2015-07-14
31,31.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,18 Jul 2015,2015,Jul,18,2015-07-18
32,32.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,19 Jul 2015,2015,Jul,19,2015-07-19
33,33.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,20 Jul 2015,2015,Jul,20,2015-07-20
34,34.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,21 Jul 2015,2015,Jul,21,2015-07-21
35,35.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,22 Jul 2015,2015,Jul,22,2015-07-22
36,36.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10300,10300,10300,23 Jul 2015,2015,Jul,23,2015-07-23
37,37.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10500,10500,10500,11 Aug 2015,2015,Aug,11,2015-08-11
38,38.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,01 Aug 2015,2015,Aug,1,2015-08-01
39,39.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,02 Aug 2015,2015,Aug,2,2015-08-02
40,40.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,03 Aug 2015,2015,Aug,3,2015-08-03
41,41.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,04 Aug 2015,2015,Aug,4,2015-08-04
42,42.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,24 Jul 2015,2015,Jul,24,2015-07-24
43,43.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,25 Jul 2015,2015,Jul,25,2015-07-25
44,44.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,26 Jul 2015,2015,Jul,26,2015-07-26
45,45.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,27 Jul 2015,2015,Jul,27,2015-07-27
46,46.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,28 Jul 2015,2015,Jul,28,2015-07-28
47,47.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,29 Jul 2015,2015,Jul,29,2015-07-29
48,48.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,30 Jul 2015,2015,Jul,30,2015-07-30
49,49.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10700,10700,10700,31 Jul 2015,2015,Jul,31,2015-07-31
50,50.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Medium,10200,10200,10200,21 Jun 2015,2015,Jun,21,2015-06-21
51,51.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Other,Medium,10200,10200,10200,09 Jun 2015,2015,Jun,9,2015-06-09
52,52.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Refined Ground Nut Oil,Large,10200,10200,10200,05 Jul 2015,2015,Jul,5,2015-07-05
53,53.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Refined Ground Nut Oil,Large,10200,10200,10200,06 Jul 2015,2015,Jul,6,2015-07-06
54,54.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Refined Ground Nut Oil,Large,10200,10200,10200,22 Jun 2015,2015,Jun,22,2015-06-22
55,55.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Refined Ground Nut Oil,Large,10200,10200,10200,30 Jun 2015,2015,Jun,30,2015-06-30
56,56.0,Nalgonda,Suryapeta,Ground Nut Oil,Other,FAQ,3069,4448,4121,26 Mar 2015,2015,Mar,26,2015-03-26
57,57.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10000,10000,10000,03 Feb 2016,2016,Feb,3,2016-02-03
58,58.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10000,10000,10000,04 Feb 2016,2016,Feb,4,2016-02-04
59,59.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10000,10000,10000,05 Feb 2016,2016,Feb,5,2016-02-05
60,60.0,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10000,10000,10000,06 Feb 2016,2016,Feb,6,2016-02-06
61,61.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3000,4019,3769,06 May 2018,2018,May,6,2018-05-06
62,62.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3002,3616,3291,27 Apr 2018,2018,Apr,27,2018-04-27
63,63.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3007,3629,3256,19 Apr 2018,2018,Apr,19,2018-04-19
64,64.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3008,4376,3856,29 Jul 2018,2018,Jul,29,2018-07-29
65,65.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3012,3839,3570,07 May 2018,2018,May,7,2018-05-07
66,66.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3015,3835,3760,24 Jun 2018,2018,Jun,24,2018-06-24
67,67.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3017,3840,3629,29 Apr 2018,2018,Apr,29,2018-04-29
68,68.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3025,3806,3623,02 Jul 2018,2018,Jul,2,2018-07-02
69,69.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3040,3802,3408,30 Apr 2018,2018,Apr,30,2018-04-30
70,70.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3126,3904,3619,09 Jul 2018,2018,Jul,9,2018-07-09
71,71.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3155,3753,3660,25 Jun 2018,2018,Jun,25,2018-06-25
72,72.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3208,3863,3605,01 Jul 2018,2018,Jul,1,2018-07-01
73,73.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3210,3508,3367,08 May 2018,2018,May,8,2018-05-08
74,74.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3545,3876,3625,08 Jul 2018,2018,Jul,8,2018-07-08
75,75.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,3589,3826,3589,15 Jul 2018,2018,Jul,15,2018-07-15
76,76.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,4086,4256,4086,22 Jul 2018,2018,Jul,22,2018-07-22
77,77.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,4523,4678,4523,05 Aug 2018,2018,Aug,5,2018-08-05
78,78.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,4670,5070,4670,12 Aug 2018,2018,Aug,12,2018-08-12
79,79.0,Mahbubnagar,Achampet,Ground Nut Oil,Ground Nut Oil,Medium,4729,5053,4729,19 Aug 2018,2018,Aug,19,2018-08-19
80,80.0,Mahbubnagar,Achampet(Amrabad),Ground Nut Oil,Ground Nut Oil,Medium,3025,3806,3623,02 Jul 2018,2018,Jul,2,2018-07-02
81,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,01 Jul 2015,2015,Jul,1,2015-07-01
82,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,02 Jul 2015,2015,Jul,2,2015-07-02
83,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,03 Jul 2015,2015,Jul,3,2015-07-03
84,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,04 Jul 2015,2015,Jul,4,2015-07-04
85,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,07 Jul 2015,2015,Jul,7,2015-07-07
86,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,08 Jul 2015,2015,Jul,8,2015-07-08
87,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,09 Jun 2015,2015,Jun,9,2015-06-09
88,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,10 Jun 2015,2015,Jun,10,2015-06-10
89,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,12 Jun 2015,2015,Jun,12,2015-06-12
90,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,13 Jun 2015,2015,Jun,13,2015-06-13
91,,Adilabad,Adilabad(Rythu Bazar),Ground Nut Oil,Ground Nut Oil,Large,10200,10200,10200,14 Jun 2015,2015,Jun,14,2015-06-14
