Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Kishanganj,Bahadurganj,Rice,1009 Kar,FAQ,2400,2700,2500,26 Jul 2022,2022,Jul,26,2022-07-26
1,1.0,1.0,Sheikhpura,Barbigha,Rice,1009 Kar,FAQ,2600,2800,2700,05 May 2022,2022,May,5,2022-05-05
2,2.0,2.0,Darbhanga,Biraul,Rice,1009 Kar,FAQ,2500,4600,3600,28 Feb 2022,2022,Feb,28,2022-02-28
3,3.0,3.0,Darbhanga,Biraul,Rice,1009 Kar,FAQ,2500,6000,4200,09 Mar 2022,2022,Mar,9,2022-03-09
4,4.0,4.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2100,2400,2250,07 Mar 2022,2022,Mar,7,2022-03-07
5,5.0,5.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2100,2400,2300,20 Mar 2022,2022,Mar,20,2022-03-20
6,6.0,6.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2100,2400,2300,26 Mar 2022,2022,Mar,26,2022-03-26
7,7.0,7.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2200,2400,2300,06 Apr 2022,2022,Apr,6,2022-04-06
8,8.0,8.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2200,2400,2300,21 Apr 2022,2022,Apr,21,2022-04-21
9,9.0,9.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,15 Jul 2022,2022,Jul,15,2022-07-15
10,10.0,10.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,18 Jul 2022,2022,Jul,18,2022-07-18
11,11.0,11.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,20 Jul 2022,2022,Jul,20,2022-07-20
12,12.0,12.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,23 Jul 2022,2022,Jul,23,2022-07-23
13,13.0,13.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,28 Jul 2022,2022,Jul,28,2022-07-28
14,14.0,14.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2300,2500,2400,29 Jul 2022,2022,Jul,29,2022-07-29
15,15.0,15.0,Jehanabad,Jehanabad,Rice,Masuri,FAQ,2400,2600,2500,06 Jul 2022,2022,Jul,6,2022-07-06
16,16.0,16.0,Sheikhpura,Shekhpura,Rice,1009 Kar,FAQ,2150,2600,2500,26 Feb 2022,2022,Feb,26,2022-02-26
17,17.0,17.0,Sheikhpura,Shekhpura,Rice,1009 Kar,FAQ,2200,2700,2400,16 Feb 2022,2022,Feb,16,2022-02-16
18,18.0,18.0,Sheikhpura,Shekhpura,Rice,1009 Kar,FAQ,2500,2700,2600,11 Mar 2022,2022,Mar,11,2022-03-11
19,19.0,19.0,Sheikhpura,Shekhpura,Rice,1009 Kar,FAQ,2600,2800,2700,22 Apr 2022,2022,Apr,22,2022-04-22
20,20.0,20.0,Sheikhpura,Shekhpura,Rice,1009 Kar,FAQ,2600,2800,2700,28 Apr 2022,2022,Apr,28,2022-04-28
21,21.0,21.0,Jamui,Sikandara,Rice,1009 Kar,FAQ,2300,2320,2320,24 May 2022,2022,May,24,2022-05-24
