,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Dahod,Dahod,Rice,Coarse,FAQ,3500,4000,3800,02 Aug 2021,2021,Aug,02,2021-08-02
1,Dahod,Dahod,Rice,Coarse,FAQ,3500,4000,3800,26 Jul 2021,2021,Jul,26,2021-07-26
2,Dahod,Dahod,Rice,Coarse,FAQ,3500,4000,3800,28 Jul 2021,2021,Jul,28,2021-07-28
3,Dahod,Dahod,Rice,Coarse,FAQ,3500,4000,3800,29 Jun 2021,2021,Jun,29,2021-06-29
4,Dahod,Dahod,Rice,Coarse,FAQ,3500,4000,3800,30 Jun 2021,2021,Jun,30,2021-06-30
5,Dahod,Dahod,Rice,Coarse,FAQ,4000,4200,4050,19 Apr 2021,2021,Apr,19,2021-04-19
6,Dahod,Dahod,Rice,Coarse,FAQ,4000,4400,4300,07 Sep 2020,2020,Sep,07,2020-09-07
7,Dahod,Dahod,Rice,Coarse,FAQ,4000,4400,4325,01 Mar 2021,2021,Mar,01,2021-03-01
8,Dahod,Dahod,Rice,Coarse,FAQ,4000,4400,4325,06 Mar 2021,2021,Mar,06,2021-03-06
9,Dahod,Dahod,Rice,Coarse,FAQ,4000,4400,4325,24 Mar 2021,2021,Mar,24,2021-03-24
10,Dahod,Dahod,Rice,Coarse,FAQ,4000,4500,4200,10 Oct 2020,2020,Oct,10,2020-10-10
11,Dahod,Dahod,Rice,Coarse,FAQ,4000,4500,4200,30 Dec 2020,2020,Dec,30,2020-12-30
12,Dahod,Dahod,Rice,Coarse,FAQ,4000,4500,4300,05 Nov 2020,2020,Nov,05,2020-11-05
13,Dahod,Dahod,Rice,Coarse,FAQ,4000,4500,4300,06 Nov 2020,2020,Nov,06,2020-11-06
14,Dahod,Dahod,Rice,Coarse,FAQ,4200,4600,4400,17 Jun 2021,2021,Jun,17,2021-06-17
15,Vadodara(Baroda),Vagodiya,Rice,FCI Parmal,FAQ,2950,3050,3000,30 Jan 2021,2021,Jan,30,2021-01-30
