Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,01 Nov 2016,2016,Nov,1,2016-11-01
1,1.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,04 Oct 2016,2016,Oct,4,2016-10-04
2,2.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,08 Nov 2016,2016,Nov,8,2016-11-08
3,3.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,11 Oct 2016,2016,Oct,11,2016-10-11
4,4.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,15 Nov 2016,2016,Nov,15,2016-11-15
5,5.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,18 Oct 2016,2016,Oct,18,2016-10-18
6,6.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,20 Sep 2016,2016,Sep,20,2016-09-20
7,7.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2000,1950,25 Oct 2016,2016,Oct,25,2016-10-25
8,8.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2100,2000,06 Sep 2016,2016,Sep,6,2016-09-06
9,9.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,1900,2100,2000,13 Sep 2016,2016,Sep,13,2016-09-13
10,10.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,03 Jan 2017,2017,Jan,3,2017-01-03
11,11.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,06 Dec 2016,2016,Dec,6,2016-12-06
12,12.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,10 Jan 2017,2017,Jan,10,2017-01-10
13,13.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,13 Dec 2016,2016,Dec,13,2016-12-13
14,14.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,17 Jan 2017,2017,Jan,17,2017-01-17
15,15.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,20 Dec 2016,2016,Dec,20,2016-12-20
16,16.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2000,2200,2100,29 Nov 2016,2016,Nov,29,2016-11-29
17,17.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2100,2300,2200,22 Nov 2016,2016,Nov,22,2016-11-22
18,18.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2200,2300,2250,07 Feb 2017,2017,Feb,7,2017-02-07
19,19.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2200,2300,2250,14 Feb 2017,2017,Feb,14,2017-02-14
20,20.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2200,2300,2250,21 Feb 2017,2017,Feb,21,2017-02-21
21,21.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2200,2300,2250,31 Jan 2017,2017,Jan,31,2017-01-31
22,22.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2400,2350,16 May 2017,2017,May,16,2017-05-16
23,23.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2400,2350,18 Jul 2017,2017,Jul,18,2017-07-18
24,24.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2400,2350,25 Jul 2017,2017,Jul,25,2017-07-25
25,25.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,01 Aug 2017,2017,Aug,1,2017-08-01
26,26.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,04 Apr 2017,2017,Apr,4,2017-04-04
27,27.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,04 Jul 2017,2017,Jul,4,2017-07-04
28,28.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,06 Jun 2017,2017,Jun,6,2017-06-06
29,29.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,07 Mar 2017,2017,Mar,7,2017-03-07
30,30.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,08 Aug 2017,2017,Aug,8,2017-08-08
31,31.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,11 Apr 2017,2017,Apr,11,2017-04-11
32,32.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,11 Jul 2017,2017,Jul,11,2017-07-11
33,33.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,13 Jun 2017,2017,Jun,13,2017-06-13
34,34.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,18 Apr 2017,2017,Apr,18,2017-04-18
35,35.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,21 Mar 2017,2017,Mar,21,2017-03-21
36,36.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,22 Aug 2017,2017,Aug,22,2017-08-22
37,37.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,23 May 2017,2017,May,23,2017-05-23
38,38.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,28 Jun 2017,2017,Jun,28,2017-06-28
39,39.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,28 Mar 2017,2017,Mar,28,2017-03-28
40,40.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,29 Aug 2017,2017,Aug,29,2017-08-29
41,41.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2300,2500,2400,30 May 2017,2017,May,30,2017-05-30
42,42.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2400,2500,2450,02 May 2017,2017,May,2,2017-05-02
43,43.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2400,2500,2450,09 May 2017,2017,May,9,2017-05-09
44,44.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2400,2500,2450,20 Jun 2017,2017,Jun,20,2017-06-20
45,45.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2400,2500,2450,25 Apr 2017,2017,Apr,25,2017-04-25
46,46.0,South West Garo Hills,Garobadha,Rice,Other,FAQ,2400,2500,2450,28 Feb 2017,2017,Feb,28,2017-02-28
47,47.0,West Jaintia Hills,Jowai,Rice,Other,FAQ,2200,2700,2500,09 Nov 2016,2016,Nov,9,2016-11-09
48,48.0,West Jaintia Hills,Jowai,Rice,Other,FAQ,2200,3000,2500,08 Aug 2017,2017,Aug,8,2017-08-08
49,49.0,West Jaintia Hills,Jowai,Rice,Other,FAQ,2200,3000,2500,08 Feb 2017,2017,Feb,8,2017-02-08
50,50.0,West Jaintia Hills,Jowai,Rice,Other,FAQ,2200,3000,2500,13 Feb 2017,2017,Feb,13,2017-02-13
