Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,900,2000,1450,09 Mar 2017,2017,Mar,9,2017-03-09
1,1.0,1.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,900,2000,1450,21 Mar 2017,2017,Mar,21,2017-03-21
2,2.0,2.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,900,2000,1450,22 Mar 2017,2017,Mar,22,2017-03-22
3,3.0,3.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1000,2000,1500,05 May 2017,2017,May,5,2017-05-05
4,4.0,4.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1000,2000,1500,11 May 2017,2017,May,11,2017-05-11
5,5.0,5.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1000,2000,1500,17 May 2017,2017,May,17,2017-05-17
6,6.0,6.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1000,4000,3000,12 May 2017,2017,May,12,2017-05-12
7,7.0,7.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,3000,2250,15 Feb 2017,2017,Feb,15,2017-02-15
8,8.0,8.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,3000,2250,16 Feb 2017,2017,Feb,16,2017-02-16
9,9.0,9.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,3000,2250,24 Feb 2017,2017,Feb,24,2017-02-24
10,10.0,10.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,4000,2750,02 Feb 2017,2017,Feb,2,2017-02-02
11,11.0,11.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,4000,2750,03 Feb 2017,2017,Feb,3,2017-02-03
12,12.0,12.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,1500,4000,2750,25 Jan 2017,2017,Jan,25,2017-01-25
13,13.0,13.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2000,3000,2500,03 Aug 2017,2017,Aug,3,2017-08-03
14,14.0,14.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2000,3000,2500,12 Jul 2017,2017,Jul,12,2017-07-12
15,15.0,15.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2000,3000,2500,18 Jul 2017,2017,Jul,18,2017-07-18
16,16.0,16.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2000,3000,2500,28 Jul 2017,2017,Jul,28,2017-07-28
17,17.0,17.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2000,3000,2500,31 Aug 2017,2017,Aug,31,2017-08-31
18,18.0,18.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4000,3250,08 Sep 2016,2016,Sep,8,2016-09-08
19,19.0,19.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4000,3250,09 Sep 2016,2016,Sep,9,2016-09-09
20,20.0,20.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4000,3250,10 Oct 2016,2016,Oct,10,2016-10-10
21,21.0,21.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4000,3250,13 Oct 2016,2016,Oct,13,2016-10-13
22,22.0,22.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4200,3250,16 Sep 2016,2016,Sep,16,2016-09-16
23,23.0,23.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2500,4500,3500,04 Jan 2017,2017,Jan,4,2017-01-04
24,24.0,24.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2600,4000,3300,30 Nov 2016,2016,Nov,30,2016-11-30
25,25.0,25.0,Aizawl,New Market Aizawl,Potato,Other,FAQ,2700,0,3850,19 Oct 2016,2016,Oct,19,2016-10-19
