,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,18 May 2022,2022,May,18,2022-05-18
1,1.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,22 Apr 2022,2022,Apr,22,2022-04-22
2,2.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2500,1500,10 Feb 2022,2022,Feb,10,2022-02-10
3,3.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2500,1500,15 Jan 2022,2022,Jan,15,2022-01-15
4,4.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1400,2200,1800,03 Jan 2022,2022,Jan,3,2022-01-03
5,5.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2500,1500,11 Feb 2022,2022,Feb,11,2022-02-11
6,6.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,05 Mar 2022,2022,Mar,5,2022-03-05
7,7.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,12 May 2022,2022,May,12,2022-05-12
8,8.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,25 Jan 2022,2022,Jan,25,2022-01-25
9,9.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,17 May 2022,2022,May,17,2022-05-17
10,10.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,08 Mar 2022,2022,Mar,8,2022-03-08
11,11.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1300,2300,1800,12 Jan 2022,2022,Jan,12,2022-01-12
12,12.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,19 Jan 2022,2022,Jan,19,2022-01-19
13,13.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,23 Jan 2022,2022,Jan,23,2022-01-23
14,14.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,1800,1400,09 Mar 2022,2022,Mar,9,2022-03-09
15,15.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1300,2000,1700,06 Jan 2022,2022,Jan,6,2022-01-06
16,16.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1400,2200,1800,05 Jan 2022,2022,Jan,5,2022-01-05
17,17.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1400,2200,1800,04 Jan 2022,2022,Jan,4,2022-01-04
18,18.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,23 Feb 2022,2022,Feb,23,2022-02-23
19,19.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,27 Jan 2022,2022,Jan,27,2022-01-27
20,20.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,06 Mar 2022,2022,Mar,6,2022-03-06
21,21.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,07 Mar 2022,2022,Mar,7,2022-03-07
22,22.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,02 May 2022,2022,May,2,2022-05-02
23,23.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,04 Mar 2022,2022,Mar,4,2022-03-04
24,24.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,28 Feb 2022,2022,Feb,28,2022-02-28
25,25.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1400,2400,1900,17 Jan 2022,2022,Jan,17,2022-01-17
26,26.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,18 Jan 2022,2022,Jan,18,2022-01-18
27,27.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,500,1000,700,24 Feb 2022,2022,Feb,24,2022-02-24
28,28.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1300,2000,1700,07 Jan 2022,2022,Jan,7,2022-01-07
29,29.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,19 May 2022,2022,May,19,2022-05-19
30,30.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1600,2400,2000,11 Jan 2022,2022,Jan,11,2022-01-11
31,31.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,900,1700,1300,17 Mar 2022,2022,Mar,17,2022-03-17
32,32.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,04 May 2022,2022,May,4,2022-05-04
33,33.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1300,2000,1700,10 Jan 2022,2022,Jan,10,2022-01-10
34,34.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,01 Jan 2022,2022,Jan,1,2022-01-01
35,35.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1500,2500,2000,24 Jan 2022,2022,Jan,24,2022-01-24
36,36.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,17 Feb 2022,2022,Feb,17,2022-02-17
37,37.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,1800,1400,10 May 2022,2022,May,10,2022-05-10
38,38.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,02 Feb 2022,2022,Feb,2,2022-02-02
39,39.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2500,1500,04 Feb 2022,2022,Feb,4,2022-02-04
40,40.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1200,2000,1600,02 Jan 2022,2022,Jan,2,2022-01-02
41,41.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1300,2000,1700,08 Jan 2022,2022,Jan,8,2022-01-08
42,42.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,01 Feb 2022,2022,Feb,1,2022-02-01
43,43.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2000,1500,14 Mar 2022,2022,Mar,14,2022-03-14
44,44.0,Chittor,Palamaner,Potato,(Red Nanital),FAQ,1000,2500,1500,09 Feb 2022,2022,Feb,9,2022-02-09
