Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3201,3201.0,3201,16 Feb 2017,2017,Feb,16,2017-02-16
1,1.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3301,3901.0,3601,03 Mar 2017,2017,Mar,3,2017-03-03
2,2.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3552,3801.0,3676,27 Feb 2017,2017,Feb,27,2017-02-27
3,3.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3580,3822.0,3701,01 Mar 2017,2017,Mar,1,2017-03-01
4,4.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3701,4201.0,3951,13 Feb 2017,2017,Feb,13,2017-02-13
5,5.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3711,3861.0,3786,24 Feb 2017,2017,Feb,24,2017-02-24
6,6.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3711,4000.0,3855,23 Feb 2017,2017,Feb,23,2017-02-23
7,7.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3751,4052.0,3901,20 Feb 2017,2017,Feb,20,2017-02-20
8,8.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3752,3752.0,3752,25 Feb 2017,2017,Feb,25,2017-02-25
9,9.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3761,4051.0,3906,15 Mar 2017,2017,Mar,15,2017-03-15
10,10.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3800,4250.0,4025,30 Jan 2017,2017,Jan,30,2017-01-30
11,11.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3800,4351.0,4075,06 Jan 2017,2017,Jan,6,2017-01-06
12,12.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3801,3801.0,3801,28 Feb 2017,2017,Feb,28,2017-02-28
13,13.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3801,4055.0,3928,10 Feb 2017,2017,Feb,10,2017-02-10
14,14.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3825,3825.0,3825,14 Sep 2016,2016,Sep,14,2016-09-14
15,15.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3825,3891.0,3858,08 Feb 2017,2017,Feb,8,2017-02-08
16,16.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3831,4103.0,3967,06 Mar 2017,2017,Mar,6,2017-03-06
17,17.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3850,3850.0,3850,14 Feb 2017,2017,Feb,14,2017-02-14
18,18.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3850,4050.0,3950,11 Feb 2017,2017,Feb,11,2017-02-11
19,19.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3851,3851.0,3851,13 Jul 2017,2017,Jul,13,2017-07-13
20,20.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3851,3901.0,3876,09 Feb 2017,2017,Feb,9,2017-02-09
21,21.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3851,3951.0,3901,09 Mar 2017,2017,Mar,9,2017-03-09
22,22.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3851,4076.0,3963,15 Feb 2017,2017,Feb,15,2017-02-15
23,23.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3858,4331.0,4094,02 Jan 2017,2017,Jan,2,2017-01-02
24,24.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3861,3861.0,3861,04 Mar 2017,2017,Mar,4,2017-03-04
25,25.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3901,3901.0,3901,02 Mar 2017,2017,Mar,2,2017-03-02
26,26.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3901,4413.0,4157,22 Mar 2017,2017,Mar,22,2017-03-22
27,27.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3902,4251.0,4076,03 Feb 2017,2017,Feb,3,2017-02-03
28,28.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3909,4300.0,4104,22 Feb 2017,2017,Feb,22,2017-02-22
29,29.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3921,4301.0,4111,19 Apr 2017,2017,Apr,19,2017-04-19
30,30.0,Bikaner,Bikaner (Grain),Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,3950,4161.0,4055,06 Feb 2017,2017,Feb,6,2017-02-06
