Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,0,0,3725,23 Jan 2018,2018,Jan,23,2018-01-23
1,1.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3295,3580,3455,06 Jul 2018,2018,Jul,6,2018-07-06
2,2.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3430,3571,3571,12 Apr 2018,2018,Apr,12,2018-04-12
3,3.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3605,3605,3605,07 Jul 2018,2018,Jul,7,2018-07-07
4,4.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3665,3665,3665,14 Mar 2018,2018,Mar,14,2018-03-14
5,5.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3700,3700,3700,09 Apr 2018,2018,Apr,9,2018-04-09
6,6.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3725,3725,3725,30 Jan 2018,2018,Jan,30,2018-01-30
7,7.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3800,3800,3800,09 Feb 2018,2018,Feb,9,2018-02-09
8,8.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3800,3800,3800,15 Feb 2018,2018,Feb,15,2018-02-15
9,9.0,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3850,3850,3850,08 Feb 2018,2018,Feb,8,2018-02-08
10,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,0,0,3725,23 Jan 2018,2018,Jan,23,2018-01-23
11,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3295,3580,3455,06 Jul 2018,2018,Jul,6,2018-07-06
12,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3430,3571,3571,12 Apr 2018,2018,Apr,12,2018-04-12
13,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3605,3605,3605,07 Jul 2018,2018,Jul,7,2018-07-07
14,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3665,3665,3665,14 Mar 2018,2018,Mar,14,2018-03-14
15,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3700,3700,3700,09 Apr 2018,2018,Apr,9,2018-04-09
16,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3725,3725,3725,30 Jan 2018,2018,Jan,30,2018-01-30
17,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3800,3800,3800,09 Feb 2018,2018,Feb,9,2018-02-09
18,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3800,3800,3800,15 Feb 2018,2018,Feb,15,2018-02-15
19,,Fazilka,Abohar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3850,3850,3850,08 Feb 2018,2018,Feb,8,2018-02-08
