,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,2972,2972,2972,20 Jul 2017,2017,Jul,20,2017-07-20
1,1.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3400,3400,3400,18 Jul 2017,2017,Jul,18,2017-07-18
2,2.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3700,3700,3700,16 Aug 2017,2017,Aug,16,2017-08-16
3,3.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3900,3900,3900,30 Aug 2017,2017,Aug,30,2017-08-30
4,4.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3900,3900,3900,31 Aug 2017,2017,Aug,31,2017-08-31
5,5.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4200,4451,4400,03 Mar 2017,2017,Mar,3,2017-03-03
6,6.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4400,4400,4400,04 Mar 2017,2017,Mar,4,2017-03-04
7,7.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4500,4500,4500,10 Feb 2017,2017,Feb,10,2017-02-10
8,8.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4685,4685,4685,14 Feb 2017,2017,Feb,14,2017-02-14
9,9.0,Anupgarh,Gharsana,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4900,4900,4900,04 Feb 2017,2017,Feb,4,2017-02-04
10,10.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4500,4500,4500,21 Dec 2016,2016,Dec,21,2016-12-21
11,11.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4601,4601,4601,04 May 2017,2017,May,4,2017-05-04
12,12.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4700,5400,5050,23 Dec 2016,2016,Dec,23,2016-12-23
13,13.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4701,4900,4800,14 Feb 2017,2017,Feb,14,2017-02-14
14,14.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4800,4800,4800,17 Feb 2017,2017,Feb,17,2017-02-17
15,15.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4800,5004,4902,05 Feb 2017,2017,Feb,5,2017-02-05
16,16.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4800,5004,4902,06 Feb 2017,2017,Feb,6,2017-02-06
17,17.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4800,5100,4950,22 Dec 2016,2016,Dec,22,2016-12-22
18,18.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4850,4850,4850,18 Feb 2017,2017,Feb,18,2017-02-18
19,19.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4927,4927,4927,12 Feb 2017,2017,Feb,12,2017-02-12
20,20.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4927,4927,4927,13 Feb 2017,2017,Feb,13,2017-02-13
21,21.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4999,4999,4999,11 Feb 2017,2017,Feb,11,2017-02-11
22,22.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5000,5000,5000,01 Feb 2017,2017,Feb,1,2017-02-01
23,23.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5000,5150,5075,14 Jan 2017,2017,Jan,14,2017-01-14
24,24.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5000,5150,5075,15 Jan 2017,2017,Jan,15,2017-01-15
25,25.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5000,5150,5075,16 Jan 2017,2017,Jan,16,2017-01-16
26,26.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5100,5505,5302,11 Jan 2017,2017,Jan,11,2017-01-11
27,27.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5150,5150,5150,26 Jan 2017,2017,Jan,26,2017-01-26
28,28.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5150,5150,5150,27 Jan 2017,2017,Jan,27,2017-01-27
29,29.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5191,5191,5191,20 Dec 2016,2016,Dec,20,2016-12-20
30,30.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5200,5200,5200,16 Dec 2016,2016,Dec,16,2016-12-16
31,31.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5300,5300,5300,08 Jan 2017,2017,Jan,8,2017-01-08
32,32.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5300,5300,5300,09 Jan 2017,2017,Jan,9,2017-01-09
33,33.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5350,5526,5438,22 Mar 2017,2017,Mar,22,2017-03-22
34,34.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5450,5450,5450,27 Dec 2016,2016,Dec,27,2016-12-27
35,35.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5450,5771,5610,18 Oct 2016,2016,Oct,18,2016-10-18
36,36.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5501,5751,5626,05 Jan 2017,2017,Jan,5,2017-01-05
37,37.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5524,5524,5524,04 Jan 2017,2017,Jan,4,2017-01-04
38,38.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5600,5600,5600,08 Dec 2016,2016,Dec,8,2016-12-08
39,39.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5650,5650,5650,16 Oct 2016,2016,Oct,16,2016-10-16
40,40.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5650,5650,5650,17 Oct 2016,2016,Oct,17,2016-10-17
41,41.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5670,5810,5740,20 Oct 2016,2016,Oct,20,2016-10-20
42,42.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5700,5800,5750,04 Nov 2016,2016,Nov,4,2016-11-04
43,43.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5725,6296,6010,06 Oct 2016,2016,Oct,6,2016-10-06
44,44.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5799,5871,5835,19 Oct 2016,2016,Oct,19,2016-10-19
45,45.0,Dausa,Mandawari,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5900,5900,5900,02 Dec 2016,2016,Dec,2,2016-12-02
