Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5700,02 Sep 2018,2018,Sep,2,2018-09-02
1,1.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5700,12 May 2019,2019,May,12,2019-05-12
2,2.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5700,24 Jan 2019,2019,Jan,24,2019-01-24
3,3.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,02 May 2019,2019,May,2,2019-05-02
4,4.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,06 Jan 2019,2019,Jan,6,2019-01-06
5,5.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,06 Sep 2018,2018,Sep,6,2018-09-06
6,6.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,09 Dec 2018,2018,Dec,9,2018-12-09
7,7.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,09 Sep 2018,2018,Sep,9,2018-09-09
8,8.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,13 Sep 2018,2018,Sep,13,2018-09-13
9,9.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,16 Sep 2018,2018,Sep,16,2018-09-16
10,10.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,20 Jan 2019,2019,Jan,20,2019-01-20
11,11.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,20 Jun 2019,2019,Jun,20,2019-06-20
12,12.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,22 Aug 2019,2019,Aug,22,2019-08-22
13,13.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,25 Aug 2019,2019,Aug,25,2019-08-25
14,14.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6000,5800,27 Sep 2018,2018,Sep,27,2018-09-27
15,15.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6500,6000,15 Aug 2019,2019,Aug,15,2019-08-15
16,16.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6500,6000,18 Aug 2019,2019,Aug,18,2019-08-18
17,17.0,Sepahijala,Bishramganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6500,6000,18 Jul 2019,2019,Jul,18,2019-07-18
