,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6500,7000,6500,15 Jul 2017,2017,Jul,15,2017-07-15
1,1.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4350,4800,4500,11 Nov 2018,2018,Nov,11,2018-11-11
2,2.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4350,4850,4550,05 Nov 2018,2018,Nov,5,2018-11-05
3,3.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4600,4700,4650,01 Sep 2018,2018,Sep,1,2018-09-01
4,4.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5200,5600,5400,27 Apr 2019,2019,Apr,27,2019-04-27
5,5.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5300,5500,5400,12 Jul 2019,2019,Jul,12,2019-07-12
6,6.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,5500,5500,13 May 2019,2019,May,13,2019-05-13
7,7.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5600,5900,5750,01 Aug 2019,2019,Aug,1,2019-08-01
8,8.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6100,7500,6300,22 Nov 2018,2018,Nov,22,2018-11-22
9,9.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6200,7050,6700,04 Jan 2019,2019,Jan,4,2019-01-04
10,10.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6400,7400,7350,02 Mar 2019,2019,Mar,2,2019-03-02
11,11.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7000,7750,7550,01 Apr 2019,2019,Apr,1,2019-04-01
12,12.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7075,7600,7450,21 Jan 2019,2019,Jan,21,2019-01-21
13,13.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7200,7200,7200,25 Mar 2019,2019,Mar,25,2019-03-25
14,14.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7200,7200,7200,26 Apr 2019,2019,Apr,26,2019-04-26
15,15.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7200,8000,7500,02 Aug 2019,2019,Aug,2,2019-08-02
16,16.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7280,7800,7660,02 Jul 2019,2019,Jul,2,2019-07-02
17,17.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7700,7700,7700,29 Mar 2019,2019,Mar,29,2019-03-29
18,18.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7700,9100,7700,05 Apr 2019,2019,Apr,5,2019-04-05
19,19.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,7900,8400,8250,01 Jun 2019,2019,Jun,1,2019-06-01
20,20.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5400,5600,5450,04 Sep 2019,2019,Sep,4,2019-09-04
21,21.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4600,4700,4650,01 Sep 2018,2018,Sep,1,2018-09-01
22,22.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5300,5400,5400,19 Aug 2018,2018,Aug,19,2018-08-19
23,23.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5300,6900,5900,21 Aug 2018,2018,Aug,21,2018-08-21
24,24.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5500,6200,5500,28 Aug 2018,2018,Aug,28,2018-08-28
25,25.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5550,6000,5550,14 Aug 2018,2018,Aug,14,2018-08-14
26,26.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5550,6000,5550,16 Aug 2018,2018,Aug,16,2018-08-16
27,27.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6000,6300,6200,17 Aug 2018,2018,Aug,17,2018-08-17
28,28.0,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6400,6500,6500,29 Aug 2018,2018,Aug,29,2018-08-29
29,,Haridwar,Roorkee,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,6500,7000,6500,15 Jul 2017,2017,Jul,15,2017-07-15 00:00:00
