Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3000,4000,4000.0,08 Aug 2017,2017,Aug,8,2017-08-08
1,1.0,1.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3000,4000,4000.0,12 Aug 2017,2017,Aug,12,2017-08-12
2,2.0,2.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3000,4000,4000.0,15 Dec 2016,2016,Dec,15,2016-12-15
3,3.0,3.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3000,4100,4100.0,15 Feb 2017,2017,Feb,15,2017-02-15
4,4.0,4.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3000,4200,4200.0,12 Jan 2017,2017,Jan,12,2017-01-12
5,5.0,5.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3200,4000,4000.0,28 Nov 2016,2016,Nov,28,2016-11-28
6,6.0,6.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4000,4000.0,14 Oct 2016,2016,Oct,14,2016-10-14
7,7.0,7.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4200,4200.0,26 Oct 2016,2016,Oct,26,2016-10-26
8,8.0,8.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,03 Apr 2017,2017,Apr,3,2017-04-03
9,9.0,9.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,04 Jul 2017,2017,Jul,4,2017-07-04
10,10.0,10.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,06 Apr 2017,2017,Apr,6,2017-04-06
11,11.0,11.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,08 Jun 2017,2017,Jun,8,2017-06-08
12,12.0,12.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,11 Jul 2017,2017,Jul,11,2017-07-11
13,13.0,13.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,11 Mar 2017,2017,Mar,11,2017-03-11
14,14.0,14.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,15 Mar 2017,2017,Mar,15,2017-03-15
15,15.0,15.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,17 Apr 2017,2017,Apr,17,2017-04-17
16,16.0,16.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,19 May 2017,2017,May,19,2017-05-19
17,17.0,17.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,23 Mar 2017,2017,Mar,23,2017-03-23
18,18.0,18.0,Vadodara(Baroda),Vadodara,Gur(Jaggery),Other,FAQ,3500,4500,4500.0,27 Jul 2017,2017,Jul,27,2017-07-27
