Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Bhiwani,Behal,Gur(Jaggery),Khandsari,FAQ,2855,2855,2855,02 Nov 2016,2016,Nov,2,2016-11-02
1,1.0,1.0,Bhiwani,Behal,Gur(Jaggery),Khandsari,FAQ,3540,3540,3540,18 Nov 2016,2016,Nov,18,2016-11-18
2,2.0,2.0,Bhiwani,Behal,Gur(Jaggery),Khandsari,FAQ,3875,3875,3875,29 Sep 2016,2016,Sep,29,2016-09-29
3,3.0,3.0,Hissar,Narnaund,Gur(Jaggery),Other,FAQ,3000,3500,3200,30 Jun 2017,2017,Jun,30,2017-06-30
4,4.0,4.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,1600,1600,1600,27 Mar 2017,2017,Mar,27,2017-03-27
5,5.0,5.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2498,2800,2700,19 Jan 2017,2017,Jan,19,2017-01-19
6,6.0,6.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2500,2500,2500,07 Sep 2016,2016,Sep,7,2016-09-07
7,7.0,7.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2500,3117,2500,14 Oct 2016,2016,Oct,14,2016-10-14
8,8.0,8.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2500,3125,2860,16 Jan 2017,2017,Jan,16,2017-01-16
9,9.0,9.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2500,3200,2900,19 Oct 2016,2016,Oct,19,2016-10-19
10,10.0,10.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2523,2523,2523,08 Mar 2017,2017,Mar,8,2017-03-08
11,11.0,11.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2528,3050,2831,25 Oct 2016,2016,Oct,25,2016-10-25
12,12.0,12.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2567,2567,2567,24 Feb 2017,2017,Feb,24,2017-02-24
13,13.0,13.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2600,2700,2600,19 Nov 2016,2016,Nov,19,2016-11-19
14,14.0,14.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2600,2925,2925,17 Nov 2016,2016,Nov,17,2016-11-17
15,15.0,15.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2600,2940,2925,05 Dec 2016,2016,Dec,5,2016-12-05
16,16.0,16.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2612,4200,3015,24 Nov 2016,2016,Nov,24,2016-11-24
17,17.0,17.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2650,4150,3333,26 Nov 2016,2016,Nov,26,2016-11-26
18,18.0,18.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2665,2665,2665,02 Dec 2016,2016,Dec,2,2016-12-02
19,19.0,19.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2675,4050,3040,16 Nov 2016,2016,Nov,16,2016-11-16
20,20.0,20.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,2700,2700,27 Jan 2017,2017,Jan,27,2017-01-27
21,21.0,21.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,2960,2960,07 Nov 2016,2016,Nov,7,2016-11-07
22,22.0,22.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3025,2850,03 Nov 2016,2016,Nov,3,2016-11-03
23,23.0,23.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3075,2968,28 Nov 2016,2016,Nov,28,2016-11-28
24,24.0,24.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3140,2900,09 Nov 2016,2016,Nov,9,2016-11-09
25,25.0,25.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3200,2900,12 Nov 2016,2016,Nov,12,2016-11-12
26,26.0,26.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3290,2800,28 Jan 2017,2017,Jan,28,2017-01-28
27,27.0,27.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3300,2725,08 Nov 2016,2016,Nov,8,2016-11-08
28,28.0,28.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,3750,3200,03 Sep 2016,2016,Sep,3,2016-09-03
29,29.0,29.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,4250,2900,01 Dec 2016,2016,Dec,1,2016-12-01
30,30.0,30.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,4300,3000,03 Jan 2017,2017,Jan,3,2017-01-03
31,31.0,31.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,4350,2900,30 Dec 2016,2016,Dec,30,2016-12-30
32,32.0,32.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2700,4525,4525,18 Jan 2017,2017,Jan,18,2017-01-18
33,33.0,33.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2725,3225,3000,17 Oct 2016,2016,Oct,17,2016-10-17
34,34.0,34.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2750,3250,2927,18 Oct 2016,2016,Oct,18,2016-10-18
35,35.0,35.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2750,3300,2900,10 Nov 2016,2016,Nov,10,2016-11-10
36,36.0,36.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2775,4400,3070,26 Dec 2016,2016,Dec,26,2016-12-26
37,37.0,37.0,Sirsa,Sirsa,Gur(Jaggery),Other,FAQ,2780,3480,2780,28 Oct 2016,2016,Oct,28,2016-10-28
