Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,12 Nov 2016,2016,Nov,12,2016-11-12
1,1.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,22 Dec 2016,2016,Dec,22,2016-12-22
2,2.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,24 Jan 2017,2017,Jan,24,2017-01-24
3,3.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,27 Feb 2017,2017,Feb,27,2017-02-27
4,4.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,28 Apr 2017,2017,Apr,28,2017-04-28
5,5.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2500,2500,2500,26 Mar 2017,2017,Mar,26,2017-03-26
6,6.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2500,2500,2500,27 Apr 2017,2017,Apr,27,2017-04-27
7,7.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2700,2700,2700,12 Jan 2017,2017,Jan,12,2017-01-12
8,8.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2200,2200,2200,18 Dec 2016,2016,Dec,18,2016-12-18
9,9.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2500,2500,2500,21 Nov 2016,2016,Nov,21,2016-11-21
10,10.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2500,2500,2500,21 Oct 2016,2016,Oct,21,2016-10-21
11,11.0,Delhi,Najafgarh,Gur(Jaggery),Pathari,FAQ,2500,2500,2500,13 Feb 2017,2017,Feb,13,2017-02-13
12,12.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,16 Jan 2015,2015,Jan,16,2015-01-16
13,13.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,18 Jan 2015,2015,Jan,18,2015-01-18
14,14.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,19 Feb 2015,2015,Feb,19,2015-02-19
15,15.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,19 Oct 2014,2014,Oct,19,2014-10-19
16,16.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,20 Apr 2015,2015,Apr,20,2015-04-20
17,17.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,21 Nov 2014,2014,Nov,21,2014-11-21
18,18.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,26 Dec 2014,2014,Dec,26,2014-12-26
19,19.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,26 Feb 2015,2015,Feb,26,2015-02-26
20,20.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,27 Dec 2014,2014,Dec,27,2014-12-27
21,21.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,30 Oct 2014,2014,Oct,30,2014-10-30
22,22.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2100,2100,2100,22 Mar 2015,2015,Mar,22,2015-03-22
23,23.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,20 Nov 2014,2014,Nov,20,2014-11-20
24,24.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,3000,3000,3000,11 Aug 2023,2023,Aug,11,2023-08-11
25,25.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,14 Mar 2016,2016,Mar,14,2016-03-14
26,26.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,22 Feb 2016,2016,Feb,22,2016-02-22
27,27.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,28 Dec 2015,2015,Dec,28,2015-12-28
28,28.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,29 Dec 2015,2015,Dec,29,2015-12-29
29,29.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2000,2000,2000,30 Oct 2015,2015,Oct,30,2015-10-30
30,30.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,26 Nov 2015,2015,Nov,26,2015-11-26
31,31.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,27 Nov 2015,2015,Nov,27,2015-11-27
32,32.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2500,2500,2500,29 Oct 2015,2015,Oct,29,2015-10-29
33,33.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2000,2000,2000,19 Feb 2016,2016,Feb,19,2016-02-19
34,34.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2200,2200,2200,08 Apr 2016,2016,Apr,8,2016-04-08
35,35.0,Delhi,Narela,Gur(Jaggery),Other,FAQ,2881,2881,2881,07 Jan 2016,2016,Jan,7,2016-01-07
36,36.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2800,2800,2800,15 Dec 2023,2023,Dec,15,2023-12-15
37,37.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2800,2800,2800,23 Aug 2024,2024,Aug,23,2024-08-23
38,38.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,3000,3000,3000,15 Sep 2023,2023,Sep,15,2023-09-15
39,39.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2200,2200,2200,31 May 2018,2018,May,31,2018-05-31
40,40.0,Delhi,Najafgarh,Gur(Jaggery),Achhu,FAQ,2400,2400,2400,17 Jul 2018,2018,Jul,17,2018-07-17
41,41.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2000,2000,2000,12 May 2018,2018,May,12,2018-05-12
42,42.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2100,2100,2100,13 May 2018,2018,May,13,2018-05-13
43,43.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2200,2200,2200,26 Feb 2018,2018,Feb,26,2018-02-26
44,44.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2400,2400,2400,24 Jul 2018,2018,Jul,24,2018-07-24
45,45.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2500,2500,2500,21 May 2018,2018,May,21,2018-05-21
46,46.0,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2500,2500,2500,25 Jan 2018,2018,Jan,25,2018-01-25
47,,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2800,2800,2800,07 Sep 2024,2024,Sep,7,2024-09-07
48,,Delhi,Najafgarh,Gur(Jaggery),Other,FAQ,2800,2800,2800,23 Aug 2024,2024,Aug,23,2024-08-23
